Identificador,Tipo_de_subasta,Cuenta_expediente,Fecha_de_inicio,Fecha_de_conclusión,Cantidad_reclamda,Lotes,Anuncio_BOE,Valor_subasta,Tasación,Puja_mínima,Tramos_entre_pujas,Importe_del_depósito,id,Juzgado,Localidad
SUB-JA-2022-200833,JUDICIAL EN VÍA DE APREMIO,0718 0000 06 0409 19,10-11-2022,30-11-2022,"842.216,54 ",Sin lotes,BOE-B-2022-34507,"987.300,00 ","0,00 ",Sin puja mínima,"19.746,00 ","49.365,00 ",220,JUZGADO 1ª INST E INSTRUCC. 1 , cerdanyola del valles
SUB-JA-2022-201464,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0060 18,10-11-2022,30-11-2022,"190.907,92 ",Sin lotes,BOE-B-2022-34523,"235.100,00 ","0,00 ",Sin puja mínima,"4.702,00 ","11.755,00 ",221,JUZGADO 1ª INSTANCIA 100 , madrid
SUB-JA-2022-203143,JUDICIAL EN VÍA DE APREMIO,2277 0000 05 1336 20,10-11-2022,30-11-2022,"182.600,44 ",Sin lotes,BOE-B-2022-34546,"209.000,00 ","0,00 ",Sin puja mínima,"4.180,00 ","10.450,00 ",223,JUZGADO 1ª INSTANCIA 5 , torremolinos
SUB-JA-2022-193113,JUDICIAL EN VÍA DE APREMIO,4840 0000 05 0012 14,10-11-2022,30-11-2022,"114.820,68 ",Sin lotes,BOE-B-2022-34554,"142.911,00 ","142.911,00 ",Sin puja mínima,"2.858,22 ","7.145,55 ",224,JUZGADO 1ª INST E INSTRUCC. 3 , zamora
SUB-JA-2022-203558,JUDICIAL EN VÍA DE APREMIO,3728 5082 06 0238 21,10-11-2022,30-11-2022,"88.002,02 ",Sin lotes,BOE-B-2022-34563,"157.739,75 ","0,00 ",Sin puja mínima,"1.577,41 ","7.886,98 ",225,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-203555,JUDICIAL EN VÍA DE APREMIO,2054 0000 05 0926 22,10-11-2022,30-11-2022,"47.037,77 ",Sin lotes,BOE-B-2022-34517,"91.176,10 ","0,00 ",Sin puja mínima,"1.823,52 ","4.558,80 ",226,JUZGADO 1ª INSTANCIA 1 , jaen
SUB-JA-2022-203527,JUDICIAL EN VÍA DE APREMIO,1694 0000 06 0141 20,10-11-2022,30-11-2022,"117.613,99 ",Sin lotes,BOE-B-2022-34539,"222.969,60 ","0,00 ",Sin puja mínima,"4.459,39 ","11.148,48 ",230,JUZGADO 1ª INST E INSTRUCC. 1 , santa coloma de farners
SUB-JA-2022-203772,JUDICIAL EN VÍA DE APREMIO,1657 0000 06 1119 19,10-11-2022,30-11-2022,"241.093,30 ",Sin lotes,BOE-B-2022-34504,"270.400,00 ","0,00 ",Sin puja mínima,"5.408,00 ","13.520,00 ",231,JUZGADO 1ª INST E INSTRUCC. 1 , blanes
SUB-JA-2022-193203,JUDICIAL EN VÍA DE APREMIO,5066 0000 00 0334 17,10-11-2022,30-11-2022,"236.471,33 ",Sin lotes,BOE-B-2022-34521,"498.000,00 ","0,00 ",Sin puja mínima,"9.960,00 ","24.900,00 ",232,JUZGADO 1ª INSTANCIA 100 , madrid
SUB-JA-2022-187718,JUDICIAL EN VÍA DE APREMIO,0857 0000 06 0527 20,10-11-2022,30-11-2022,"107.058,52 ",Sin lotes,BOE-B-2022-34541,"163.317,00 ","0,00 ",Sin puja mínima,"3.266,34 ","8.165,85 ",233,JUZGADO 1ª INST E INSTRUCC. 3 , santa coloma gramenet
SUB-JA-2022-203505,JUDICIAL EN VÍA DE APREMIO,2175 0000 06 1137 17,10-11-2022,30-11-2022,"71.002,99 ",Sin lotes,BOE-B-2022-34496,"48.387,48 ","0,00 ",Sin puja mínima,"967,74 ","2.419,37 ",235,JUZGADO 1ª INSTANCIA 11 , alicante/alacant
SUB-JA-2022-203334,JUDICIAL EN VÍA DE APREMIO,1772 0000 06 0392 20,10-11-2022,30-11-2022,"28.717,26 ",Sin lotes,BOE-B-2022-34520,"50.852,30 ","0,00 ",Sin puja mínima,"1.017,05 ","2.542,62 ",236,JUZGADO 1ª INST E INSTRUCC. 2 , loja
SUB-JA-2022-201291,JUDICIAL EN VÍA DE APREMIO,0535 0000 06 0915 20,10-11-2022,30-11-2022,"853.600,60 ",Sin lotes,BOE-B-2022-34503,"1.351.400,00 ","0,00 ",Sin puja mínima,Sin tramos,"67.570,00 ",238,JUZGADO 1ª INSTANCIA 2 , barcelona
SUB-JA-2022-188528,JUDICIAL EN VÍA DE APREMIO,2236 0000 06 0017 19,10-11-2022,30-11-2022,"300.433,18 ",Sin lotes,BOE-B-2022-34557,"373.882,00 ","0,00 ",Sin puja mínima,"7.477,64 ","18.694,10 ",239,JUZGADO MERCANTIL 1 , tarragona
SUB-JA-2022-203478,JUDICIAL EN VÍA DE APREMIO,3728 3105 06 0408 21,10-11-2022,30-11-2022,"140.716,71 ",Sin lotes,BOE-B-2022-34561,"163.648,49 ","0,00 ",Sin puja mínima,"1.636,49 ","8.182,42 ",241,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-203465,JUDICIAL EN VÍA DE APREMIO,4134 0000 06 0638 18,10-11-2022,30-11-2022,"118.806,14 ",Sin lotes,BOE-B-2022-34538,"137.119,96 ","0,00 ",Sin puja mínima,"2.742,39 ","6.855,99 ",243,JUZGADO 1ª INST E INSTRUCC. 3 , sanlucar mayor
SUB-JA-2022-200917,JUDICIAL EN VÍA DE APREMIO,0060 0000 06 0076 19,10-11-2022,30-11-2022,"58.620,30 ",Sin lotes,BOE-B-2022-34514,"99.900,00 ","0,00 ",Sin puja mínima,"1.998,00 ","4.995,00 ",244,JUZGADO 1ª INST E INSTRUCC. 1 , hellin
SUB-JA-2022-203210,JUDICIAL EN VÍA DE APREMIO,2124 0000 06 0088 19,10-11-2022,30-11-2022,"260.541,19 ",Sin lotes,BOE-B-2022-34518,"400.000,00 ","0,00 ",Sin puja mínima,Sin tramos,"20.000,00 ",246,JUZGADO 1ª INSTANCIA 3 , leon
SUB-JA-2022-203697,JUDICIAL EN VÍA DE APREMIO,0098 0000 06 1205 20,10-11-2022,30-11-2022,"98.722,49 ",Sin lotes,BOE-B-2022-34497,"123.269,00 ","0,00 ",Sin puja mínima,"2.465,38 ","6.163,45 ",247,JUZGADO 1ª INSTANCIA 2 , alicante/alacant
SUB-JA-2022-202991,JUDICIAL EN VÍA DE APREMIO,0062 0000 05 0037 20,10-11-2022,30-11-2022,"6.953,76 ",Sin lotes,BOE-B-2022-34515,"30.679,00 ","0,00 ",Sin puja mínima,Sin tramos,"1.533,95 ",250,JUZGADO 1ª INST E INSTRUCC. 2 , hellin
SUB-JA-2022-199379,JUDICIAL EN VÍA DE APREMIO,2400 0000 05 0390 19,10-11-2022,30-11-2022,"270.225,12 ",Sin lotes,BOE-B-2022-34512,"323.277,00 ","0,00 ",Sin puja mínima,"6.465,54 ","16.163,85 ",251,JUZGADO 1ª INST E INSTRUCC. 7 , gava
SUB-JA-2022-200678,JUDICIAL EN VÍA DE APREMIO,3434 0000 06 0200 14,10-11-2022,30-11-2022,"61.581,61 ",Sin lotes,BOE-B-2022-34533,"120.265,00 ","120.265,00 ",Sin puja mínima,"2.405,30 ","6.013,25 ",252,JUZGADO 1ª INST E INSTRUCC. 2 , palencia
SUB-JA-2022-194219,JUDICIAL EN VÍA DE APREMIO,1881 0000 05 0878 14,10-11-2022,30-11-2022,"329.854,95 ",Sin lotes,BOE-B-2022-34508,"292.000,00 ","0,00 ",Sin puja mínima,"5.840,00 ","14.600,00 ",253,JUZGADO 1ª INST E INSTRUCC. 4 , chiclana de la frontera
SUB-JA-2022-188896,JUDICIAL EN VÍA DE APREMIO,3728 3096 06 0232 16,10-11-2022,30-11-2022,"92.568,94 ",Sin lotes,BOE-B-2022-34560,"183.461,35 ","0,00 ",Sin puja mínima,"1.834,62 ","9.173,06 ",254,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-203857,JUDICIAL EN VÍA DE APREMIO,5235 0000 06 0070 16,10-11-2022,30-11-2022,"290.543,06 ",Sin lotes,BOE-B-2022-34531,"738.345,11 ","0,00 ",Sin puja mínima,"7.383,45 ","36.917,25 ",255,JUZGADO 1ª INST E INSTRUCC. 5 , orotava (la)
SUB-JA-2022-203397,JUDICIAL EN VÍA DE APREMIO,2214 0000 06 0130 21,10-11-2022,30-11-2022,"71.912,60 ",Sin lotes,BOE-B-2022-34547,"140.450,67 ","0,00 ",Sin puja mínima,"2.809,01 ","7.022,53 ",256,JUZGADO 1ª INST E INSTRUCC. 1 , tremp
SUB-JA-2022-200674,JUDICIAL EN VÍA DE APREMIO,4038 0000 05 0868 15,10-11-2022,30-11-2022,"145.114,63 ",Sin lotes,BOE-B-2022-34542,"166.731,20 ","0,00 ",Sin puja mínima,"3.334,62 ","8.336,56 ",258,JUZGADO 1ª INSTANCIA 16 , sevilla
SUB-JA-2022-200155,JUDICIAL EN VÍA DE APREMIO,0284 0000 06 0043 20,10-11-2022,30-11-2022,"122.697,65 ",Sin lotes,BOE-B-2022-34498,"114.878,00 ","114.878,00 ",Sin puja mínima,"2.200,00 ","5.743,90 ",260,JUZGADO 1ª INST E INSTRUCC. 1 , arevalo
SUB-JA-2021-178418,JUDICIAL EN VÍA DE APREMIO,3291 0000 06 0034 16,10-11-2022,30-11-2022,"118.866,75 ",Sin lotes,BOE-B-2022-34513,"198.700,00 ","0,00 ",Sin puja mínima,"496,75 ","9.935,00 ",261,JUZGADO 1ª INSTANCIA 5 , guadalajara
SUB-JA-2022-203367,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0805 14,10-11-2022,30-11-2022,"155.167,38 ",Sin lotes,BOE-B-2022-34522,"178.548,77 ","0,00 ",Sin puja mínima,Sin tramos,"8.927,43 ",262,JUZGADO 1ª INSTANCIA 32 , madrid
SUB-JA-2022-202806,JUDICIAL EN VÍA DE APREMIO,2340 0000 06 0137 20,10-11-2022,30-11-2022,"163.337,75 ",Sin lotes,BOE-B-2022-34544,"126.810,11 ","0,00 ",Sin puja mínima,"500,00 ","6.340,50 ",263,JUZGADO 1ª INSTANCIA 2 , torrejon de ardoz
SUB-JA-2022-203264,JUDICIAL EN VÍA DE APREMIO,1635 0000 05 0081 20,10-11-2022,30-11-2022,"276.316,88 ",Sin lotes,BOE-B-2022-34543,"192.144,00 ","0,00 ",Sin puja mínima,"3.842,88 ","9.607,20 ",264,JUZGADO 1ª INST E INSTRUCC. 1 , tarancon
SUB-JA-2022-203663,JUDICIAL EN VÍA DE APREMIO,0901 0000 06 0119 21,10-11-2022,30-11-2022,"60.614,06 ",Sin lotes,BOE-B-2022-34550,"126.507,99 ","0,00 ",Sin puja mínima,"2.530,15 ","6.325,39 ",265,JUZGADO 1ª INST E INSTRUCC. 1 , vilanova i la geltru
SUB-JA-2022-203816,JUDICIAL EN VÍA DE APREMIO,0183 0000 05 1386 19,10-11-2022,30-11-2022,"98.454,45 ",Sin lotes,BOE-B-2022-34530,"167.951,00 ","0,00 ",Sin puja mínima,"3.359,02 ","8.397,55 ",267,JUZGADO 1ª INSTANCIA 2 , orihuela
SUB-JA-2022-202580,JUDICIAL EN VÍA DE APREMIO,4291 0000 06 0276 13,10-11-2022,30-11-2022,"50.945,81 ",Sin lotes,BOE-B-2022-34516,"103.876,32 ","0,00 ",Sin puja mínima,"2.077,52 ","5.193,81 ",268,JUZGADO 1ª INST E INSTRUCC. 2 , illescas
SUB-JV-2022-203867,JUDICIAL VOLUNTARIA,4598 0000 78 0071 21,08-11-2022,28-11-2022,"100.000,00 ",Sin lotes,BOE-B-2022-34155,"117.753,26 ","138.662,21 ",Sin puja mínima,"2.355,06 ","5.887,66 ",279,AUDIENCIA NACIONAL PENAL SERVICIO COMUN EJECUTORIA , madrid
SUB-JV-2022-203802,JUDICIAL VOLUNTARIA,9000 4598 A3 0291 21,08-11-2022,28-11-2022,"0,00 ",Sin lotes,BOE-B-2022-34333,"412.011,75 ","495.049,50 ","288.408,22 €","16.500,00 ","20.600,59 ",280,ORGA,oficina de recuperacion y gestion de activos - madrid
SUB-JV-2022-203771,JUDICIAL VOLUNTARIA,1520 0000 05 0052 22,08-11-2022,28-11-2022,"0,00 ",Sin lotes,BOE-B-2022-34197,"289.027,16 ","289.027,16 ",Sin puja mínima,"1.000,00 ","14.451,36 ",281,JUZGADO 1ª INST E INSTRUCC. 1 , corcubion
SUB-JV-2022-203726,JUDICIAL VOLUNTARIA,0100 0000 05 1130 21,08-11-2022,28-11-2022,"0,00 ",Sin lotes,BOE-B-2022-34159,"76.575,10 ","76.575,10 ",Sin puja mínima,"1.531,50 ","3.828,76 ",282,JUZGADO 1ª INSTANCIA 4 , alicante/alacant
SUB-JV-2022-203240,JUDICIAL VOLUNTARIA,4872 0000 05 0083 20,08-11-2022,28-11-2022,"123.287,87 ",Sin lotes,BOE-B-2022-34186,"162.299,20 ","0,00 ",Sin puja mínima,"3.245,98 ","8.114,96 ",283,JUZGADO 1ª INST E INSTRUCC. 2 , calatayud
SUB-JV-2022-203199,JUDICIAL VOLUNTARIA,1871 0000 05 0371 21,08-11-2022,28-11-2022,"0,00 ",Sin lotes,BOE-B-2022-34233,"189.280,00 ","0,00 ",Sin puja mínima,"3.785,60 ","9.464,00 ",284,JUZGADO 1ª INST E INSTRUCC. 2 , irun
SUB-JV-2022-202083,JUDICIAL VOLUNTARIA,2438 0000 05 1237 13,08-11-2022,28-11-2022,"82.000,00 ",Sin lotes,BOE-B-2022-34248,"82.000,00 ","82.000,00 ",Sin puja mínima,"1.640,00 ","4.100,00 ",285,JUZGADO 1ª INSTANCIA 10 , madrid
SUB-JV-2022-201711,JUDICIAL VOLUNTARIA,0885 0000 05 0033 16,08-11-2022,28-11-2022,"85.394,12 ",Sin lotes,BOE-B-2022-34319,"134.983,20 ","0,00 ",Sin puja mínima,"2.699,66 ","6.749,16 ",286,JUZGADO 1ª INST E INSTRUCC. 1 , vic
SUB-JV-2022-192854,JUDICIAL VOLUNTARIA,3435 0000 05 0853 05,08-11-2022,28-11-2022,"69.683,00 ",Sin lotes,BOE-B-2022-34276,"69.683,00 ","0,00 ",Sin puja mínima,"1.393,66 ","3.484,15 ",287,JUZGADO 1ª INST E INSTRUCC. 3 , palencia
SUB-JC-2022-201243,JUDICIAL CONCURSAL,3590 0000 54 0121 19,08-11-2022,28-11-2022,"144.056,89 ",Sin lotes,BOE-B-2022-34284,"120.000,00 ","0,00 ","60.000,00 €","2.400,00 ","6.000,00 ",288,JUZGADO 1ª INSTANCIA 2 , pontevedra
SUB-JA-2022-203791,JUDICIAL EN VÍA DE APREMIO,0084 0000 04 0525 20,08-11-2022,28-11-2022,"58.859,88 ",Sin lotes,BOE-B-2022-34212,"110.592,00 ","0,00 ",Sin puja mínima,"2.211,84 ","5.529,60 ",289,JUZGADO 1ª INST E INSTRUCC. 3 , elda
SUB-JA-2022-203788,JUDICIAL EN VÍA DE APREMIO,0084 0000 04 0659 20,08-11-2022,28-11-2022,"58.569,13 ",Sin lotes,BOE-B-2022-34211,"119.808,00 ","0,00 ",Sin puja mínima,"2.396,16 ","5.990,40 ",290,JUZGADO 1ª INST E INSTRUCC. 3 , elda
SUB-JA-2022-203757,JUDICIAL EN VÍA DE APREMIO,4301 0000 06 0197 15,08-11-2022,28-11-2022,"77.842,74 ",Sin lotes,BOE-B-2022-34270,"146.057,48 ","0,00 ",Sin puja mínima,"2.921,14 ","7.302,87 ",291,JUZGADO 1ª INST E INSTRUCC. 2 , orgaz
SUB-JA-2022-203682,JUDICIAL EN VÍA DE APREMIO,1526 0000 05 0207 17,08-11-2022,28-11-2022,"9.516,25 ",Sin lotes,BOE-B-2022-34201,"42.900,00 ","0,00 ",Sin puja mínima,Sin tramos,"2.145,00 ",292,JUZGADO 1ª INSTANCIA 2 , coruna (a)
SUB-JA-2022-203680,JUDICIAL EN VÍA DE APREMIO,3389 0000 06 0045 21,08-11-2022,28-11-2022,"35.309,01 ",Sin lotes,BOE-B-2022-34282,"124.281,00 ","124.281,00 ",Sin puja mínima,"2.485,62 ","6.214,05 ",293,JUZGADO 1ª INST E INSTRUCC. 2 , pola siero (la)-siero
SUB-JA-2022-203661,JUDICIAL EN VÍA DE APREMIO,3846 0000 06 0102 21,08-11-2022,28-11-2022,"113.991,61 ",Sin lotes,BOE-B-2022-34305,"143.045,00 ","0,00 ",Sin puja mínima,"2.860,90 ","7.152,25 ",294,JUZGADO 1ª INST E INSTRUCC. 1 , solares
SUB-JA-2022-203629,JUDICIAL EN VÍA DE APREMIO,0784 0000 06 0754 20,08-11-2022,28-11-2022,"276.852,13 ",Sin lotes,BOE-B-2022-34258,"286.620,00 ","0,00 ",Sin puja mínima,"5.732,40 ","14.331,00 ",295,JUZGADO 1ª INSTANCIA 1 , mataro
SUB-JA-2022-203615,JUDICIAL EN VÍA DE APREMIO,4630 0000 05 0168 16,08-11-2022,28-11-2022,"149.164,26 ",Sin lotes,BOE-B-2022-34317,"80.592,15 ","0,00 ",Sin puja mínima,"1.611,84 ","4.029,61 ",296,JUZGADO 1ª INSTANCIA 5 , valladolid
SUB-JA-2022-203596,JUDICIAL EN VÍA DE APREMIO,1244 0000 06 0320 21,08-11-2022,28-11-2022,"98.345,66 ",Sin lotes,BOE-B-2022-34191,"122.850,00 ","0,00 ",Sin puja mínima,"2.457,00 ","6.142,50 ",297,JUZGADO 1ª INST E INSTRUCC. 3 , chiclana de la frontera
SUB-JA-2022-203592,JUDICIAL EN VÍA DE APREMIO,4851 0000 06 0206 21,08-11-2022,28-11-2022,"79.959,38 ",Sin lotes,BOE-B-2022-34316,"160.440,00 ","0,00 ",Sin puja mínima,"3.208,80 ","8.022,00 ",298,JUZGADO 1ª INSTANCIA 14 , valladolid
SUB-JA-2022-203573,JUDICIAL EN VÍA DE APREMIO,0753 0000 06 0204 16,08-11-2022,28-11-2022,"156.824,68 ",Sin lotes,BOE-B-2022-34228,"188.700,00 ","0,00 ",Sin puja mínima,"3.774,00 ","9.435,00 ",299,JUZGADO 1ª INSTANCIA 2 , hospitalet de llobregat (l')
SUB-JA-2022-203546,JUDICIAL EN VÍA DE APREMIO,2935 0000 06 0004 17,08-11-2022,28-11-2022,"138.745,12 ",Sin lotes,BOE-B-2022-34254,"230.737,28 ","0,00 ",Sin puja mínima,"4.614,74 ","11.536,86 ",300,JUZGADO 1ª INSTANCIA 3 , malaga
SUB-JA-2022-203538,JUDICIAL EN VÍA DE APREMIO,1643 0000 06 0137 20,08-11-2022,28-11-2022,"63.595,46 ",Sin lotes,BOE-B-2022-34261,"96.071,82 ","96.071,82 ",Sin puja mínima,"1.921,43 ","4.803,59 ",301,JUZGADO 1ª INST E INSTRUCC. 3 , mieres
SUB-JA-2022-203534,JUDICIAL EN VÍA DE APREMIO,1166 0000 06 0216 21,08-11-2022,28-11-2022,"165.981,35 ",Sin lotes,BOE-B-2022-34327,"177.300,00 ","0,00 ",Sin puja mínima,"3.546,00 ","8.865,00 ",302,JUZGADO 1ª INSTANCIA 18 , zaragoza
SUB-JA-2022-203497,JUDICIAL EN VÍA DE APREMIO,0403 0000 06 3163 16,08-11-2022,28-11-2022,"230.738,80 ",Sin lotes,BOE-B-2022-34210,"320.734,83 ","320.734,83 ",Sin puja mínima,Sin tramos,"16.036,74 ",303,JUZGADO 1ª INST E INSTRUCC. 5 , el vendrell
SUB-JA-2022-203490,JUDICIAL EN VÍA DE APREMIO,4536 0000 06 0780 21,08-11-2022,28-11-2022,"71.122,18 ",Sin lotes,BOE-B-2022-34285,"136.984,18 ","0,00 ","100,00 €","2.739,68 ","6.849,21 ",304,JUZGADO 1ª INST E INSTRUCC. 2 , quart de poblet
SUB-JA-2022-203489,JUDICIAL EN VÍA DE APREMIO,4790 0000 05 0306 20,08-11-2022,28-11-2022,"296.316,46 ",Sin lotes,BOE-B-2022-34221,"143.484,00 ","0,00 ",Sin puja mínima,Sin tramos,"7.174,20 ",305,JUZGADO 1ª INST E INSTRUCC. 3 , getxo
SUB-JA-2022-203469,JUDICIAL EN VÍA DE APREMIO,0840 0000 06 0346 20,08-11-2022,28-11-2022,"100.187,41 ",Sin lotes,BOE-B-2022-34199,"229.979,20 ","0,00 ",Sin puja mínima,Sin tramos,"11.498,96 ",306,JUZGADO 1ª INST E INSTRUCC. 4 , cornella de llobregat
SUB-JA-2022-203437,JUDICIAL EN VÍA DE APREMIO,4901 0000 06 1375 21,08-11-2022,28-11-2022,"267.240,70 ",Sin lotes,BOE-B-2022-34328,"278.500,00 ","0,00 ",Sin puja mínima,Sin tramos,"13.925,00 ",307,JUZGADO 1ª INSTANCIA 2 , zaragoza
SUB-JA-2022-203430,JUDICIAL EN VÍA DE APREMIO,3460 0000 05 0232 20,08-11-2022,28-11-2022,"177.374,03 ",Sin lotes,BOE-B-2022-34172,"177.374,03 ","0,00 ",Sin puja mínima,Sin tramos,"8.868,70 ",308,JUZGADO 1ª INSTANCIA 1 , arrecife de lanzarote
SUB-JA-2022-203423,JUDICIAL EN VÍA DE APREMIO,1777 0000 06 1349 12,08-11-2022,28-11-2022,"45.959,56 ",Sin lotes,BOE-B-2022-34271,"101.317,14 ","0,00 ",Sin puja mínima,"2.026,34 ","5.065,85 ",309,JUZGADO 1ª INSTANCIA 1 , orihuela
SUB-JA-2022-203414,JUDICIAL EN VÍA DE APREMIO,2133 0000 06 0113 21,08-11-2022,28-11-2022,"88.333,76 ",Sin lotes,BOE-B-2022-34239,"188.739,50 ","0,00 ",Sin puja mínima,Sin tramos,"9.436,97 ",310,JUZGADO 1ª INSTANCIA 5 , leon
SUB-JA-2022-203412,JUDICIAL EN VÍA DE APREMIO,4563 0000 06 0358 22,08-11-2022,28-11-2022,"11.026,69 ",Sin lotes,BOE-B-2022-34262,"76.929,55 ","0,00 ",Sin puja mínima,"1.538,59 ","3.846,47 ",311,JUZGADO 1ª INST E INSTRUCC. 3 , mislata
SUB-JA-2022-203404,JUDICIAL EN VÍA DE APREMIO,2935 0000 06 0081 22,08-11-2022,28-11-2022,"20.487,05 ",Sin lotes,BOE-B-2022-34253,"67.200,00 ","0,00 ",Sin puja mínima,"1.344,00 ","3.360,00 ",312,JUZGADO 1ª INSTANCIA 3 , malaga
SUB-JA-2022-203385,JUDICIAL EN VÍA DE APREMIO,4513 0000 06 1617 21,08-11-2022,28-11-2022,"143.801,36 ",Sin lotes,BOE-B-2022-34355,"281.800,00 ","0,00 ",Sin puja mínima,Sin tramos,"14.090,00 ",314,SERVICIO COMUN GENERAL SUBASTAS , valencia
SUB-JA-2022-203368,JUDICIAL EN VÍA DE APREMIO,0099 0000 05 1205 21,08-11-2022,28-11-2022,"151.046,96 ",Sin lotes,BOE-B-2022-34160,"151.046,46 ","0,00 ",Sin puja mínima,"3.020,93 ","7.552,32 ",315,JUZGADO 1ª INSTANCIA 3 , alicante/alacant
SUB-JA-2022-203338,JUDICIAL EN VÍA DE APREMIO,0154 0000 05 0384 19,08-11-2022,28-11-2022,"8.109,76 ",Sin lotes,BOE-B-2022-34205,"122.845,91 ","0,00 ",Sin puja mínima,"2.456,91 ","6.142,29 ",316,JUZGADO 1ª INSTANCIA 2 , denia
SUB-JA-2022-203325,JUDICIAL EN VÍA DE APREMIO,2683 0000 13 0437 19,08-11-2022,28-11-2022,"201.925,66 ",Sin lotes,BOE-B-2022-34264,"390.000,00 ","390.000,00 ",Sin puja mínima,"7.800,00 ","19.500,00 ",317,JUZGADO 1ª INSTANCIA 2 , mostoles
SUB-JA-2022-203317,JUDICIAL EN VÍA DE APREMIO,4207 0000 05 0456 19,08-11-2022,28-11-2022,"22.595.654,00 ",Sin lotes,BOE-B-2022-34215,"31.359.742,13 ","0,00 ",Sin puja mínima,"627.194,84 ","1.567.987,10 ",318,JUZGADO 1ª INST E INSTRUCC. 5 , estepona
SUB-JA-2022-203303,JUDICIAL EN VÍA DE APREMIO,1342 0000 06 1149 14,08-11-2022,28-11-2022,"176.212,09 ",Sin lotes,BOE-B-2022-34267,"229.500,00 ","0,00 ",Sin puja mínima,"4.590,00 ","11.475,00 ",319,JUZGADO 1ª INST E INSTRUCC. 1 , nules
SUB-JA-2022-203285,JUDICIAL EN VÍA DE APREMIO,5342 0000 06 1525 21,08-11-2022,28-11-2022,"112.932,19 ",Sin lotes,BOE-B-2022-34303,"141.300,00 ","0,00 ",Sin puja mínima,"2.826,00 ","7.065,00 ",320,JUZGADO 1 INSTANCIA 28 , sevilla
SUB-JA-2022-203279,JUDICIAL EN VÍA DE APREMIO,2715 0000 06 0020 16,08-11-2022,28-11-2022,"112.500,34 ",Sin lotes,BOE-B-2022-34238,"145.000,00 ","0,00 ",Sin puja mínima,Sin tramos,"7.250,00 ",321,JUZGADO 1ª INSTANCIA 9 , leon
SUB-JA-2022-203260,JUDICIAL EN VÍA DE APREMIO,4621 0000 06 0257 17,08-11-2022,28-11-2022,"208.831,59 ",Sin lotes,BOE-B-2022-34315,"578.875,00 ","0,00 ",Sin puja mínima,Sin tramos,"28.943,75 ",322,JUZGADO 1ª INSTANCIA 4 , valladolid
SUB-JA-2022-203231,JUDICIAL EN VÍA DE APREMIO,2198 0000 06 1109 20,08-11-2022,28-11-2022,"14.729,12 ",Sin lotes,BOE-B-2022-34243,"96.500,00 ","0,00 ",Sin puja mínima,Sin tramos,"4.825,00 ",323,JUZGADO 1ª INSTANCIA 4 , lleida
SUB-JA-2022-203225,JUDICIAL EN VÍA DE APREMIO,1466 0000 06 0052 14,08-11-2022,28-11-2022,"269.517,90 ",Sin lotes,BOE-B-2022-34245,"492.000,00 ","492.000,00 ",Sin puja mínima,"9.840,00 ","24.600,00 ",324,JUZGADO 1ª INST E INSTRUCC. 1 , lucena
SUB-JA-2022-203183,JUDICIAL EN VÍA DE APREMIO,0728 0000 06 0328 19,08-11-2022,28-11-2022,"239.800,62 ",Sin lotes,BOE-B-2022-34220,"304.000,00 ","0,00 ",Sin puja mínima,"6.080,00 ","15.200,00 ",326,JUZGADO 1ª INST E INSTRUCC. 3 , gava
SUB-JA-2022-203171,JUDICIAL EN VÍA DE APREMIO,0219 0000 05 0250 21,08-11-2022,28-11-2022,"203.127,86 ",Sin lotes,BOE-B-2022-34158,"181.320,00 ","0,00 ",Sin puja mínima,"3.626,40 ","9.066,00 ",327,JUZGADO 1ª INSTANCIA 9 , alicante/alacant
SUB-JA-2022-203130,JUDICIAL EN VÍA DE APREMIO,0808 0000 06 1728 19,08-11-2022,28-11-2022,"202.229,27 ",Sin lotes,BOE-B-2022-34294,"395.918,15 ","0,00 ",Sin puja mínima,"7.918,36 ","19.795,91 ",328,JUZGADO 1ª INSTANCIA 1 , sabadell
SUB-JA-2022-203128,JUDICIAL EN VÍA DE APREMIO,0150 0000 05 1357 19,08-11-2022,28-11-2022,"139.000,00 ",Sin lotes,BOE-B-2022-34203,"175.734,56 ","0,00 ",Sin puja mínima,"3.514,69 ","8.786,72 ",329,JUZGADO 1ª INSTANCIA 1 , denia
SUB-JA-2022-203116,JUDICIAL EN VÍA DE APREMIO,0258 0000 05 0787 20,08-11-2022,28-11-2022,"176.000,00 ",Sin lotes,BOE-B-2022-34292,"155.417,68 ","155.417,68 ",Sin puja mínima,"3.108,35 ","7.770,88 ",330,JUZGADO 1ª INST E INSTRUCC. 2 , roquetas de mar
SUB-JA-2022-203088,JUDICIAL EN VÍA DE APREMIO,0505 0000 06 0040 16,08-11-2022,28-11-2022,"71.483,49 ",Sin lotes,BOE-B-2022-34280,"142.272,00 ","0,00 ",Sin puja mínima,"2.845,44 ","7.113,60 ",331,JUZGADO 1ª INSTANCIA 15 , palma de mallorca
