0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
SUB-JA-2022-194158,JUDICIAL EN VÍA DE APREMIO,2193 0000 06 0315 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"67.903,88 €",Sin lotes,BOE-B-2022-35063,"138.591,00 €","0,00 €",Sin puja mínima,"2.771,82 €","6.929,55 €",JUZGADO 1ª INSTANCIA 3 - LLEIDA,
SUB-JA-2022-202393,JUDICIAL EN VÍA DE APREMIO,0183 0000 06 0754 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"49.526,42 €",Sin lotes,BOE-B-2022-35077,"117.032,91 €","0,00 €",Sin puja mínima,"2.340,66 €","5.851,65 €",JUZGADO 1ª INSTANCIA 2 - ORIHUELA,
SUB-JA-2022-204067,JUDICIAL EN VÍA DE APREMIO,1616 0000 06 0277 18,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"43.308,50 €",Sin lotes,BOE-B-2022-35036,"97.597,50 €","97.597,50 €",Sin puja mínima,Sin tramos,"4.879,88 €",JUZGADO 1ª INST E INSTRUCC. 2 - CUENCA,
SUB-JA-2022-204029,JUDICIAL EN VÍA DE APREMIO,1780 0000 06 0489 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"32.055,28 €",Sin lotes,BOE-B-2022-35016,"103.600,00 €","103.600,00 €","60.000,00 €","2.072,00 €","5.180,00 €",JUZGADO 1ª INST E INSTRUCC. 1 - ALMUÑECAR,
SUB-JA-2022-204004,JUDICIAL EN VÍA DE APREMIO,5096 0000 06 2110 11,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"54.860,51 €",Sin lotes,BOE-B-2022-35015,"93.600,00 €","0,00 €",Sin puja mínima,"1.872,00 €","4.680,00 €",JUZGADO 1ª INSTANCIA 7 - ALMERIA,
SUB-JA-2022-203947,JUDICIAL EN VÍA DE APREMIO,1293 0000 06 0521 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"122.287,73 €",2,Separada para cada lote,BOE-B-2022-35031,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INST E INSTRUCC. 2 - COIN
SUB-JA-2022-202948,JUDICIAL EN VÍA DE APREMIO,0517 0000 06 0953 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"179.130,94 €",Sin lotes,BOE-B-2022-35021,"270.821,30 €","0,00 €",Sin puja mínima,"5.416,42 €","13.541,06 €",JUZGADO 1ª INSTANCIA 1 - BADALONA,
SUB-JA-2022-203918,JUDICIAL EN VÍA DE APREMIO,5049 0000 05 0118 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"42.789,85 €",Sin lotes,BOE-B-2022-35114,"65.642,54 €","0,00 €",Sin puja mínima,"1.312,85 €","3.282,12 €",JUZGADO 1ª INST E INSTRUCC. 5 - TUDELA,
SUB-JA-2022-202910,JUDICIAL EN VÍA DE APREMIO,2106 0000 06 0226 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"151.206,57 €",Sin lotes,BOE-B-2022-35112,"235.239,20 €","0,00 €",Sin puja mínima,"4.704,78 €","11.761,96 €",JUZGADO 1ª INSTANCIA 4 - TORRENT,
SUB-JA-2022-203898,JUDICIAL EN VÍA DE APREMIO,3286 0000 06 0305 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"69.239,00 €",Sin lotes,BOE-B-2022-35048,"118.995,04 €","0,00 €",Sin puja mínima,"2.379,90 €","5.949,75 €",JUZGADO 1ª INSTANCIA 3 - GIJON/XIXON-GIJON,
SUB-JA-2022-194058,JUDICIAL EN VÍA DE APREMIO,0820 0000 05 0126 11,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"142.148,15 €",Sin lotes,BOE-B-2022-35090,"273.505,33 €","0,00 €",Sin puja mínima,"5.470,10 €","13.675,26 €",JUZGADO 1ª INSTANCIA 6 - SABADELL,
SUB-JA-2022-203870,JUDICIAL EN VÍA DE APREMIO,0857 0000 06 0393 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"60.052,16 €",Sin lotes,BOE-B-2022-35097,"202.200,00 €","0,00 €",Sin puja mínima,"4.044,00 €","10.110,00 €",JUZGADO 1ª INST E INSTRUCC. 3 - SANTA COLOMA GRAMENET,
SUB-JC-2022-202933,JUDICIAL CONCURSAL,2245 0000 52 0186 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"160.308,16 €",10,Separada para cada lote,BOE-B-2022-35060,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INSTANCIA 8 - LEON
SUB-JA-2022-203858,JUDICIAL EN VÍA DE APREMIO,4238 0000 06 1788 16,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"96.662,03 €",Sin lotes,BOE-B-2022-35042,"174.284,80 €","174.284,80 €",Sin puja mínima,Sin tramos,"8.714,24 €",JUZGADO 1ª INST E INSTRUCC. 2 - EL VENDRELL,
SUB-JA-2022-194052,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0100 15,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"78.553,82 €",Sin lotes,BOE-B-2022-35067,"199.337,83 €","0,00 €",Sin puja mínima,Sin tramos,"9.966,89 €",JUZGADO 1ª INSTANCIA 32 - MADRID,
SUB-JA-2022-203845,JUDICIAL EN VÍA DE APREMIO,1913 0000 06 1756 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"43.617,84 €",Sin lotes,BOE-B-2022-35052,"96.700,00 €","0,00 €",Sin puja mínima,"1.934,00 €","4.835,00 €",JUZGADO 1ª INSTANCIA 3 - HUELVA,
SUB-JA-2022-203841,JUDICIAL EN VÍA DE APREMIO,3202 0000 06 0037 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"116.057,65 €",Sin lotes,BOE-B-2022-35109,"221.762,00 €","0,00 €","2.000,00 €","4.435,24 €","11.088,10 €",JUZGADO 1ª INSTANCIA 3 - TORREJON DE ARDOZ,
SUB-JA-2022-203836,JUDICIAL EN VÍA DE APREMIO,3999 0000 00 1029 17,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"260.395,77 €",2,Separada para cada lote,BOE-B-2022-35103,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INSTANCIA 3 - SEVILLA
SUB-JA-2022-202881,JUDICIAL EN VÍA DE APREMIO,0097 0000 06 1474 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"115.211,69 €",Sin lotes,BOE-B-2022-35013,"181.250,00 €","0,00 €",Sin puja mínima,"3.625,00 €","9.062,50 €",JUZGADO 1ª INSTANCIA 1 - ALICANTE/ALACANT,
SUB-JA-2022-203820,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0260 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"47.389,16 €",Sin lotes,BOE-B-2022-35068,"245.183,98 €","0,00 €",Sin puja mínima,"4.903,67 €","12.259,19 €",JUZGADO 1ª INSTANCIA 100 - MADRID,
SUB-JA-2022-203818,JUDICIAL EN VÍA DE APREMIO,3814 0000 06 0277 19,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"33.914,74 €",Sin lotes,BOE-B-2022-35020,"68.000,00 €","0,00 €",Sin puja mínima,"1.360,00 €","3.400,00 €",JUZGADO 1ª INSTANCIA 3 - ARONA,
SUB-JA-2020-162039,JUDICIAL EN VÍA DE APREMIO,0504 0000 06 0153 19,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"1.100.841,45 €",9,Separada para cada lote,BOE-B-2022-35081,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INSTANCIA 14 - PALMA DE MALLORCA
SUB-JA-2020-159623,JUDICIAL EN VÍA DE APREMIO,1169 0000 06 0141 18,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"25.187,24 €",Sin lotes,BOE-B-2022-35083,"60.973,75 €","0,00 €",Sin puja mínima,"1.219,47 €","3.048,68 €",JUZGADO 1ª INST E INSTRUCC. 1 - PLASENCIA,
SUB-RC-2022-0025I20220042,RECAUDACIÓN TRIBUTARIA,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"1.557,44 €",Sin lotes,BOE-B-2022-35211,"100.629,59 €","104.940,00 €","30.188,88 €","3.000,00 €","5.031,48 €",Gestion Tributaria Provincial Albacete - ALBACETE,,
SUB-JC-2022-202778,JUDICIAL CONCURSAL,5133 0000 52 2088 19,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"1,00 €",3,Separada para cada lote,BOE-B-2022-35123,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO MERCANTIL 10 - BARCELONA
SUB-JA-2022-203241,JUDICIAL EN VÍA DE APREMIO,4195 0000 06 0762 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"246.253,16 €",Sin lotes,BOE-B-2022-35088,"430.500,00 €","0,00 €",Sin puja mínima,"8.610,00 €","21.525,00 €",JUZGADO 1ª INSTANCIA 5 - REUS,
SUB-JA-2022-203768,JUDICIAL EN VÍA DE APREMIO,4749 0000 00 0792 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"229.884,17 €",Sin lotes,BOE-B-2022-35025,"360.000,00 €","0,00 €",Sin puja mínima,Sin tramos,"18.000,00 €",JUZGADO 1ª INSTANCIA 8 - BILBAO,
SUB-JA-2022-203243,JUDICIAL EN VÍA DE APREMIO,0250 0000 06 0179 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"25.502,26 €",Sin lotes,BOE-B-2022-35039,"66.184,15 €","0,00 €",Sin puja mínima,"1.323,68 €","3.309,21 €",JUZGADO 1ª INST E INSTRUCC. 1 - EJIDO(EL),
SUB-JA-2022-203732,JUDICIAL EN VÍA DE APREMIO,4237 0000 06 2140 18,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"172.253,58 €",2,Separada para cada lote,BOE-B-2022-35041,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INST E INSTRUCC. 1 - EL VENDRELL
SUB-JA-2022-199127,JUDICIAL EN VÍA DE APREMIO,0878 0000 06 0506 15,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"262.127,20 €",Sin lotes,BOE-B-2022-35085,"286.500,00 €","0,00 €",Sin puja mínima,"5.730,00 €","14.325,00 €",JUZGADO 1ª INST E INSTRUCC. 3 - PRAT LLOBREGAT,
SUB-JA-2022-203716,JUDICIAL EN VÍA DE APREMIO,3728 5090 06 0076 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"142.007,09 €",Sin lotes,BOE-B-2022-35132,"321.753,53 €","0,00 €",Sin puja mínima,"3.217,55 €","16.087,67 €",UNIDAD SUBASTAS JUDICIALES MURCIA - MURCIA,
SUB-JA-2022-179694,JUDICIAL EN VÍA DE APREMIO,4196 0000 05 0431 18,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"758.665,28 €",Sin lotes,BOE-B-2022-35087,"1.406.995,55 €","0,00 €",Sin puja mínima,Sin tramos,"70.349,78 €",JUZGADO 1ª INSTANCIA 1 - REUS,
SUB-JA-2022-203700,JUDICIAL EN VÍA DE APREMIO,0155 0000 06 1392 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"11.757,42 €",Sin lotes,BOE-B-2022-35076,"90.000,00 €","0,00 €",Sin puja mínima,"1.800,00 €","4.500,00 €",JUZGADO 1ª INSTANCIA 4 - ORIHUELA,
SUB-JA-2022-191720,JUDICIAL EN VÍA DE APREMIO,4092 0000 06 2116 11,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"69.321,98 €",Sin lotes,BOE-B-2022-35104,"107.054,70 €","0,00 €",Sin puja mínima,"2.141,09 €","5.352,73 €",JUZGADO 1ª INSTANCIA 20 - SEVILLA,
SUB-JA-2022-203696,JUDICIAL EN VÍA DE APREMIO,0162 0000 06 2484 16,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"161.789,16 €",Sin lotes,BOE-B-2022-35044,"158.215,64 €","0,00 €",Sin puja mínima,"3.164,31 €","7.910,78 €",JUZGADO 1ª INSTANCIA 2 - ELX,
SUB-JV-2022-203217,JUDICIAL VOLUNTARIA,3961 0000 05 0510 17,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"0,00 €",Sin lotes,BOE-B-2022-35035,"107.000,00 €","0,00 €","53.000,00 €","2.140,00 €","5.350,00 €",JUZGADO 1ª INST E INSTRUCC. 1 - CORIA DEL RIO,
SUB-JA-2022-191322,JUDICIAL EN VÍA DE APREMIO,3271 0000 06 0069 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"53.243,21 €",Sin lotes,BOE-B-2022-35080,"60.273,00 €","0,00 €",Sin puja mínima,"1.205,46 €","3.013,65 €",JUZGADO 1ª INSTANCIA 8 - OVIEDO,
SUB-JV-2022-172568,JUDICIAL VOLUNTARIA,1774 0000 00 0718 19,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"120.000,00 €",Sin lotes,BOE-B-2022-35073,"120.000,00 €","0,00 €",Sin puja mínima,"2.400,00 €","6.000,00 €",JUZGADO 1ª INST E INSTRUCC. 1 - MOTRIL,
SUB-AT-2022-22R0886001256,AGENCIA TRIBUTARIA,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),Sin lotes,BOE-B-2022-35190,"58.766,43 €","61.753,15 €",Sin puja mínima,"1.000,00 €","2.938,32 €",U.R. SUBASTAS CATALUÑA - BARCELONA,,,
SUB-JA-2021-175907,JUDICIAL EN VÍA DE APREMIO,3734 0000 05 0925 19,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"45.054,33 €",Sin lotes,BOE-B-2022-35064,"120.410,00 €","0,00 €",Sin puja mínima,"2.408,20 €","6.020,50 €",JUZGADO 1ª INST E INSTRUCC. 6 - LLIRIA,
SUB-JA-2022-202847,JUDICIAL EN VÍA DE APREMIO,3659 0000 06 1024 13,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"185.178,79 €",Sin lotes,BOE-B-2022-35082,"196.860,92 €","0,00 €",Sin puja mínima,Sin tramos,"9.843,04 €",JUZGADO 1ª INST E INSTRUCC. 6 - PARLA,
SUB-NV-2022-1125986,NOTARIAL VOLUNTARIA,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"25.477,08 €",Sin lotes,BOE-B-2022-35223,No consta,"25.477,08 €","25.477,08 €",Sin tramos,"1.273,85 €",Notaría de María del Carmen Velasco Ramírez - Bilbao/Bilbo,,
SUB-JA-2022-203605,JUDICIAL EN VÍA DE APREMIO,1225 0000 05 1250 19,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"26.466,03 €",Sin lotes,BOE-B-2022-35027,"59.866,60 €","0,00 €",Sin puja mínima,"1.000,00 €","2.993,33 €",JUZGADO 1ª INSTANCIA 1 - CADIZ,
SUB-AT-2022-22R0886001260,AGENCIA TRIBUTARIA,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),Sin lotes,BOE-B-2022-35193,"195.065,70 €","195.065,70 €",Sin puja mínima,"2.000,00 €","9.753,28 €",U.R. SUBASTAS CATALUÑA - BARCELONA,,,
SUB-AT-2022-22R0886001236,AGENCIA TRIBUTARIA,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),Sin lotes,BOE-B-2022-35189,"57.408,23 €","57.408,23 €",Sin puja mínima,"1.000,00 €","2.870,41 €",U.R. SUBASTAS CATALUÑA - BARCELONA,,,
SUB-JA-2022-203565,JUDICIAL EN VÍA DE APREMIO,4981 0000 06 0082 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"176.037,16 €",Sin lotes,BOE-B-2022-35071,"252.110,28 €","0,00 €",Sin puja mínima,"5.042,20 €","12.605,51 €",JUZGADO 1ª INSTANCIA 4 - MANACOR,
SUB-JA-2022-203559,JUDICIAL EN VÍA DE APREMIO,3728 3053 06 0279 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"107.811,71 €",Sin lotes,BOE-B-2022-35131,"177.317,00 €","0,00 €",Sin puja mínima,"1.773,18 €","8.865,85 €",UNIDAD SUBASTAS JUDICIALES MURCIA - MURCIA,
SUB-JA-2018-93539,JUDICIAL EN VÍA DE APREMIO,3952 0000 06 1205 13,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"48.377,61 €",Sin lotes,BOE-B-2022-35095,"165.760,00 €","0,00 €",Sin puja mínima,Sin tramos,"8.288,00 €",JUZGADO 1ª INST E INSTRUCC. 2 - SANLUCAR MAYOR,
SUB-JA-2022-188856,JUDICIAL EN VÍA DE APREMIO,2378 0000 06 0040 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"200.164,22 €",Sin lotes,BOE-B-2022-35047,"318.344,45 €","0,00 €",Sin puja mínima,"6.366,88 €","15.917,22 €",JUZGADO 1ª INST E INSTRUCC. 3 - GETAFE,
SUB-AT-2022-22R0886001261,AGENCIA TRIBUTARIA,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),Sin lotes,BOE-B-2022-35194,"180.840,15 €","180.840,15 €",Sin puja mínima,"2.000,00 €","9.042,00 €",U.R. SUBASTAS CATALUÑA - BARCELONA,,,
SUB-RC-2022-2800500109518,RECAUDACIÓN TRIBUTARIA,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"117.023,57 €",Sin lotes,BOE-B-2022-35213,"65.665,65 €","72.300,00 €","65.000,00 €","5.000,00 €","3.283,28 €",Ayuntamiento de Madrid - Madrid,,
SUB-JA-2022-203311,JUDICIAL EN VÍA DE APREMIO,0737 0000 06 0079 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"195.833,83 €",Sin lotes,BOE-B-2022-35050,"397.660,32 €","0,00 €",Sin puja mínima,"7.953,20 €","19.883,01 €",JUZGADO 1ª INSTANCIA 5 - GRANOLLERS,
SUB-JA-2022-196692,JUDICIAL EN VÍA DE APREMIO,1283 0000 05 0597 19,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"97.778,80 €",Sin lotes,BOE-B-2022-35092,"218.685,00 €","0,00 €",Sin puja mínima,"4.373,70 €","10.934,25 €",JUZGADO 1ª INST E INSTRUCC. 1 - SAN FERNANDO,
SUB-AT-2022-22R0886001291,AGENCIA TRIBUTARIA,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),Sin lotes,BOE-B-2022-35184,"84.633,27 €","84.633,27 €",Sin puja mínima,"2.000,00 €","4.231,66 €",U.R. SUBASTAS CATALUÑA - BARCELONA,,,
SUB-JA-2022-185538,JUDICIAL EN VÍA DE APREMIO,3728 3881 06 0037 16,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"63.571,52 €",Sin lotes,BOE-B-2022-35128,"112.760,00 €","0,00 €",Sin puja mínima,"2.255,21 €","5.638,00 €",UNIDAD SUBASTAS JUDICIALES MURCIA - MURCIA,
SUB-JA-2022-203502,JUDICIAL EN VÍA DE APREMIO,4307 0000 05 0174 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"121.813,34 €",2,Separada para cada lote,BOE-B-2022-35105,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INST E INSTRUCC. 1 - TALAVERA DE LA REINA
SUB-JA-2022-203493,JUDICIAL EN VÍA DE APREMIO,1272 0000 06 0490 14,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"538.144,36 €",4,Separada para cada lote,BOE-B-2022-35040,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INST E INSTRUCC. 1 - EL PUERTO DE SANTA MARIA
SUB-JA-2022-196110,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0054 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"216.234,81 €",Sin lotes,BOE-B-2022-35069,"291.450,00 €","0,00 €",Sin puja mínima,"5.829,00 €","14.572,50 €",JUZGADO 1ª INSTANCIA 100 - MADRID,
SUB-JA-2022-203353,JUDICIAL EN VÍA DE APREMIO,4919 0000 06 0688 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"128.170,97 €",Sin lotes,BOE-B-2022-35121,"192.142,07 €","0,00 €",Sin puja mínima,"3.842,84 €","9.607,10 €",JUZGADO 1ª INSTANCIA 8 - ZARAGOZA,
SUB-AT-2022-22R0886001317,AGENCIA TRIBUTARIA,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),Sin lotes,BOE-B-2022-35188,"112.121,49 €","204.657,77 €",Sin puja mínima,"2.000,00 €","5.606,07 €",U.R. SUBASTAS CATALUÑA - BARCELONA,,,
